Message Type,Transmission Type,Session ID,AircraftID,HexIdnet,FlightID,Date MSG Generated,Time MSG Generated,Time MSG Received,Time MSG Received,a,b,c,d,Latitude,Longitude,e,f,g,h,i,j,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:21.9,10/1/2018,34:21.9,,11575,,,-33.57152,151.51111,,,0,,0,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:22.0,10/1/2018,34:22.0,,,,,,,,1416,0,0,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:22.0,10/1/2018,34:22.0,,25100,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:22.0,10/1/2018,34:22.0,,26075,,,-32.93608,151.7393,,,0,,0,0,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:22.1,10/1/2018,34:22.1,,2700,,,-33.50111,151.249,,,0,,0,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:22.1,10/1/2018,34:22.1,,26075,,,,,,,,,,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:22.1,10/1/2018,34:22.1,,,440,19,,,1664,,,,,0,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:22.1,10/1/2018,34:22.1,,2700,,,,,,,,,,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:22.2,10/1/2018,34:22.2,,,,,,,,1333,0,0,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:22.2,10/1/2018,34:22.3,,,390,18,,,2560,,,,,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:22.3,10/1/2018,34:22.4,,11600,,,-33.57106,151.51122,,,0,,0,0,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:22.3,10/1/2018,34:22.4,,,,,,,,,,,,0,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,34:22.4,10/1/2018,34:22.4,,,,,,,,,,,,0,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:22.5,10/1/2018,34:22.5,,26075,346,230,,,,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:22.5,10/1/2018,34:22.5,,,104,348,,,448,,,,,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:22.5,10/1/2018,34:22.5,,,,,,,,1305,0,0,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:22.5,10/1/2018,34:22.5,,,440,19,,,,1305,0,0,0,,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:22.5,10/1/2018,34:22.5,,2700,,,,,,,0,,0,,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,34:22.5,10/1/2018,34:22.5,,,,,,,,,,,,,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:22.5,10/1/2018,34:22.5,,2700,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:22.5,10/1/2018,34:22.6,,2700,,,-33.50081,151.24889,,,0,,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:22.6,10/1/2018,34:22.6,,,,,,,,1333,0,0,0,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:22.6,10/1/2018,34:22.6,,26075,,,-32.93492,151.73969,,,0,,0,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:22.6,10/1/2018,34:22.7,,,440,19,,,1664,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:22.7,10/1/2018,34:22.7,,25125,,,-33.14887,151.83716,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,34:22.7,10/1/2018,34:22.7,,,443,15,,,2048,,,,,0,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:22.7,10/1/2018,34:22.7,,11625,,,,,2560,,0,,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:22.7,10/1/2018,34:22.7,,,,,,,,1416,0,0,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:22.7,10/1/2018,34:22.7,,,390,18,,,,1416,0,0,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:22.7,10/1/2018,34:22.7,,11625,,,-33.57042,151.5115,,,0,,0,0,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:22.7,10/1/2018,34:22.8,,,390,18,,,2560,,,,,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:22.9,10/1/2018,34:22.9,,,,,,,,1416,0,0,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:22.9,10/1/2018,34:22.9,,11625,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:23.1,10/1/2018,34:23.1,,26100,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:23.1,10/1/2018,34:23.1,,11625,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:23.1,10/1/2018,34:23.1,,26100,,,-32.93394,151.74009,,,0,,0,0,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:23.1,10/1/2018,34:23.2,,11650,,,,,,,,,,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:23.1,10/1/2018,34:23.2,,25150,,,,,,,,,,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:23.2,10/1/2018,34:23.2,,,440,19,,,1664,,,,,0,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:23.2,10/1/2018,34:23.2,,,,,,,,1333,0,0,0,,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:23.2,10/1/2018,34:23.2,,25150,,,-33.14786,151.83748,,,0,,0,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:23.2,10/1/2018,34:23.3,,11650,,,-33.56964,151.51183,,,0,,0,0,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:23.3,10/1/2018,34:23.3,,,,,,,,,,,,0,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:23.3,10/1/2018,34:23.3,,,390,18,,,2624,,,,,0,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:23.3,10/1/2018,34:23.3,,,,,,,,,,,,0,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,34:23.5,10/1/2018,34:23.6,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:23.5,10/1/2018,34:23.6,,26100,,,-32.93315,151.74047,,,0,,0,0,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:23.6,10/1/2018,34:23.6,,11650,,,,,,,0,,0,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:23.7,10/1/2018,34:23.7,,26125,346,230,,,,,0,,0,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:23.7,10/1/2018,34:23.7,,26125,346,230,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:23.7,10/1/2018,34:23.7,,,,,,,,1305,0,0,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:23.7,10/1/2018,34:23.7,,,440,19,,,,1305,0,0,0,,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:23.7,10/1/2018,34:23.7,,25175,,,-33.14687,151.83784,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,34:23.7,10/1/2018,34:23.7,,,443,15,,,2112,,,,,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:23.7,10/1/2018,34:23.8,,,440,19,,,1664,,,,,0,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:23.7,10/1/2018,34:23.8,,,,,,,,1333,0,0,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:23.8,10/1/2018,34:23.9,,11675,,,-33.56854,151.51222,,,0,,0,0,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:23.9,10/1/2018,34:23.9,,,391,18,,,2624,,,,,0,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:23.9,10/1/2018,34:23.9,,2700,,,-33.50015,151.24872,,,0,,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:24.0,10/1/2018,34:24.0,,25175,,,,,,,0,,0,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:24.1,10/1/2018,34:24.1,,26125,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:24.1,10/1/2018,34:24.2,,26125,,,-32.93203,151.74092,,,0,,0,0,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:24.1,10/1/2018,34:24.2,,25175,,,,,,,,,,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:24.2,10/1/2018,34:24.2,,,440,19,,,1664,,,,,0,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:24.2,10/1/2018,34:24.2,,,105,348,,,448,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:24.2,10/1/2018,34:24.2,,11675,,,,,,,,,,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:24.2,10/1/2018,34:24.3,,25175,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:24.2,10/1/2018,34:24.3,,,,,,,,1333,0,0,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:24.2,10/1/2018,34:24.3,,11675,,,,,,,,,,,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:24.2,10/1/2018,34:24.3,,,,,,,,,,,,0,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:24.3,10/1/2018,34:24.3,,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:24.3,10/1/2018,34:24.3,,2700,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:24.3,10/1/2018,34:24.4,,11700,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:24.4,10/1/2018,34:24.4,,11700,,,,,,,,,,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:24.4,10/1/2018,34:24.4,,,391,18,,,2624,,,,,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:24.4,10/1/2018,34:24.4,,11700,,,-33.56744,151.51268,,,0,,0,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:24.5,10/1/2018,34:24.5,,,,,,,,1416,0,0,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:24.5,10/1/2018,34:24.5,,2700,,,-33.49987,151.24867,,,0,,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:24.6,10/1/2018,34:24.6,,11700,,,,,,,,,,,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:24.6,10/1/2018,34:24.6,,,,,,,,1200,0,0,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:24.6,10/1/2018,34:24.6,,25200,,,,,,,0,,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:24.7,10/1/2018,34:24.7,,11700,,,,,,,,,,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:24.7,10/1/2018,34:24.7,,26150,,,,,,,0,,0,,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,34:24.7,10/1/2018,34:24.8,,,,,,,,,,,,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:24.7,10/1/2018,34:24.8,,25200,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:24.7,10/1/2018,34:24.8,,,441,19,,,1664,,,,,0,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:24.7,10/1/2018,34:24.8,,,444,15,,,,1333,0,0,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:24.8,10/1/2018,34:24.8,,25200,,,,,2240,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:24.8,10/1/2018,34:24.8,,,105,348,,,448,,,,,,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:24.8,10/1/2018,34:24.8,,25200,,,-33.1447,151.83853,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,34:24.8,10/1/2018,34:24.8,,,443,15,,,2112,,,,,0,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:24.8,10/1/2018,34:24.8,,11725,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:24.8,10/1/2018,34:24.9,,,391,18,,,2624,,,,,0,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:24.9,10/1/2018,34:24.9,,2700,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:25.0,10/1/2018,34:25.0,,11725,,,-33.56635,151.51314,,,0,,0,0,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:25.0,10/1/2018,34:25.1,,2700,,,-33.49969,151.24861,,,0,,0,,,,,,,
MSG,1,1,1,7C089A,1,10/1/2018,34:25.0,10/1/2018,34:25.1,VOZ951  ,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:25.1,10/1/2018,34:25.1,,26150,,,,,,,,,,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:25.1,10/1/2018,34:25.1,,25225,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:25.1,10/1/2018,34:25.2,,11725,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:25.2,10/1/2018,34:25.2,,26150,,,-32.93005,151.74174,,,0,,0,0,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:25.2,10/1/2018,34:25.2,,,,,,,,1333,0,0,0,,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:25.2,10/1/2018,34:25.2,,,,,,,,,,,,0,,,,,,
MSG,1,1,1,7C6C2B,1,10/1/2018,34:25.2,10/1/2018,34:25.3,TGG372  ,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:25.2,10/1/2018,34:25.3,,2725,,,,,,,,,,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:25.2,10/1/2018,34:25.3,,,391,18,,,2624,,,,,0,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:25.3,10/1/2018,34:25.3,,11725,,,,,,,,,,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:25.3,10/1/2018,34:25.3,,2725,,,,,,,,,,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:25.3,10/1/2018,34:25.3,,,441,19,,,1664,,,,,0,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:25.3,10/1/2018,34:25.4,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:25.3,10/1/2018,34:25.4,,25225,,,-33.1437,151.83885,,,0,,0,0,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:25.4,10/1/2018,34:25.5,,2725,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:25.5,10/1/2018,34:25.5,,,,,,,,1200,0,0,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:25.5,10/1/2018,34:25.5,,11725,,,-33.56557,151.5134,,,0,,0,0,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:25.5,10/1/2018,34:25.5,,,,,,,,1200,0,0,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:25.5,10/1/2018,34:25.6,,2725,,,-33.49942,151.24856,,,0,,0,,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,34:25.5,10/1/2018,34:25.6,,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:25.6,10/1/2018,34:25.6,,11750,,,,,,,,,,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:25.6,10/1/2018,34:25.7,,26175,346,230,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:25.7,10/1/2018,34:25.7,,,,,,,,1305,0,0,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:25.7,10/1/2018,34:25.7,,,440,19,,,,1305,0,0,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:25.7,10/1/2018,34:25.7,,11750,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:25.7,10/1/2018,34:25.7,,26175,,,-32.92909,151.74212,,,0,,0,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:25.7,10/1/2018,34:25.7,VOZ951  ,25250,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:25.7,10/1/2018,34:25.7,,,106,347,,,448,,,,,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:25.7,10/1/2018,34:25.7,,,,,,,,1333,0,0,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:25.7,10/1/2018,34:25.7,,25250,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:25.7,10/1/2018,34:25.7,,,440,19,,,,1305,0,0,0,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:25.7,10/1/2018,34:25.7,,26175,346,230,,,,,0,,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:25.7,10/1/2018,34:25.8,,25250,,,,,2240,,0,,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:25.8,10/1/2018,34:25.8,,11750,,,,,2720,,0,,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:25.8,10/1/2018,34:25.8,,25250,,,,,2240,,0,,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:25.8,10/1/2018,34:25.8,,11750,,,,,2720,,0,,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:25.8,10/1/2018,34:25.8,,,,,,,,1416,0,0,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:25.8,10/1/2018,34:25.8,,,390,18,,,,1416,0,0,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:25.8,10/1/2018,34:25.8,,,391,18,,,2624,,,,,0,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,34:25.8,10/1/2018,34:25.8,,,,,,,,,,,,,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:25.9,10/1/2018,34:25.9,,2725,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:25.9,10/1/2018,34:25.9,,11750,,,-33.56488,151.51368,,,0,,0,0,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:25.9,10/1/2018,34:25.9,,11750,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:25.9,10/1/2018,34:25.9,,25250,,,-33.14254,151.83924,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,34:25.9,10/1/2018,34:25.9,,,443,15,,,2112,,,,,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:26.0,10/1/2018,34:26.0,,,,,,,,1416,0,0,0,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:26.1,10/1/2018,34:26.1,,26175,,,,,,,,,,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:26.1,10/1/2018,34:26.2,,25250,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:26.2,10/1/2018,34:26.2,,11775,,,,,,,,,,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:26.2,10/1/2018,34:26.2,,,,,,,,1333,0,0,0,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:26.2,10/1/2018,34:26.2,,2725,,,,,,,,,,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:26.2,10/1/2018,34:26.3,,,106,347,,,448,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:26.2,10/1/2018,34:26.3,,26175,,,-32.92795,151.74256,,,0,,0,0,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:26.3,10/1/2018,34:26.3,,,391,18,,,2624,,,,,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:26.3,10/1/2018,34:26.3,,,441,19,,,1664,,,,,0,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:26.3,10/1/2018,34:26.3,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:26.3,10/1/2018,34:26.3,,25275,,,-33.14175,151.83946,,,0,,0,0,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:26.3,10/1/2018,34:26.3,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:26.3,10/1/2018,34:26.4,,11775,,,-33.56415,151.51396,,,0,,0,0,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:26.4,10/1/2018,34:26.4,,11775,,,,,,,,,,,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:26.4,10/1/2018,34:26.4,,,,,,,,1200,0,0,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:26.5,10/1/2018,34:26.6,,25275,,,,,2208,,0,,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:26.6,10/1/2018,34:26.7,,25275,,,,,,,0,,0,,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,34:26.6,10/1/2018,34:26.7,,,,,,,,,,,,0,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:26.7,10/1/2018,34:26.7,,11800,,,,,2624,,0,,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:26.7,10/1/2018,34:26.7,,11800,,,,,2624,,0,,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:26.7,10/1/2018,34:26.7,,2725,,,-33.49883,151.24839,,,0,,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:26.7,10/1/2018,34:26.7,,,,,,,,1416,0,0,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:26.7,10/1/2018,34:26.7,,,390,18,,,,1416,0,0,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:26.7,10/1/2018,34:26.8,,,106,347,,,448,,,,,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:26.8,10/1/2018,34:26.8,,11800,,,-33.56337,151.5143,,,0,,0,0,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,34:26.8,10/1/2018,34:26.8,,,,,,,,,,,,,,,,,,
MSG,1,1,1,7C5C50,1,10/1/2018,34:26.8,10/1/2018,34:26.8,SIQ     ,,,,,,,,,,,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:26.8,10/1/2018,34:26.8,,,391,18,,,2624,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:26.8,10/1/2018,34:26.8,,25275,,,-33.14072,151.83979,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,34:26.8,10/1/2018,34:26.8,,,443,15,,,2176,,,,,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:26.9,10/1/2018,34:26.9,,,441,19,,,1664,,,,,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:26.9,10/1/2018,34:26.9,,,,,,,,1416,0,0,0,,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:27.0,10/1/2018,34:27.0,,2725,,,,,,,0,,0,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:27.1,10/1/2018,34:27.1,,26200,,,,,,,,,,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:27.1,10/1/2018,34:27.1,,2725,,,,,,,,,,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:27.1,10/1/2018,34:27.2,,25300,,,,,,,,,,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:27.2,10/1/2018,34:27.2,,25300,,,,,,,,,,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:27.2,10/1/2018,34:27.2,,2725,,,-33.49864,151.24834,,,0,,0,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:27.2,10/1/2018,34:27.2,,25300,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:27.2,10/1/2018,34:27.2,,26200,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:27.2,10/1/2018,34:27.2,,26200,,,,,,,,,,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:27.2,10/1/2018,34:27.3,,2750,,,,,,,,,,,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:27.2,10/1/2018,34:27.3,,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:27.2,10/1/2018,34:27.3,,11825,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:27.2,10/1/2018,34:27.3,,26200,,,-32.92598,151.74333,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,34:27.3,10/1/2018,34:27.3,,,443,15,,,2176,,,,,0,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:27.3,10/1/2018,34:27.3,,,106,347,,,448,,,,,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:27.3,10/1/2018,34:27.3,,11825,,,-33.56225,151.51474,,,0,,0,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:27.3,10/1/2018,34:27.3,,25300,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:27.3,10/1/2018,34:27.3,,,,,,,,1200,0,0,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:27.3,10/1/2018,34:27.4,,,391,18,,,2624,,,,,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:27.4,10/1/2018,34:27.5,,,441,19,,,1664,,,,,0,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:27.5,10/1/2018,34:27.6,,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:27.6,10/1/2018,34:27.6,,11825,,,,,,,,,,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:27.6,10/1/2018,34:27.7,,26225,346,230,,,,,0,,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:27.7,10/1/2018,34:27.7,,11825,,,-33.5616,151.51497,,,0,,0,0,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,34:27.7,10/1/2018,34:27.7,,,,,,,,,,,,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:27.7,10/1/2018,34:27.7,,25325,,,,,2176,,0,,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:27.7,10/1/2018,34:27.7,,2750,,,-33.49834,151.24827,,,0,,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:27.7,10/1/2018,34:27.7,,11825,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:27.7,10/1/2018,34:27.7,,,444,15,,,,1333,0,0,0,,,,,,,
