Message Type,Transmission Type,Session ID,AircraftID,HexIdnet,FlightID,Date MSG Generated,Time MSG Generated,Time MSG Received,Time MSG Received,a,b,c,d,Latitude,Longitude,e,f,g,h,i,j,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:47.6,10/1/2018,34:47.6,,25950,,,,,,,0,,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:47.6,10/1/2018,34:47.6,,25950,,,,,,,0,,0,,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:47.6,10/1/2018,34:47.6,,3000,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:47.7,10/1/2018,34:47.7,,26750,,,-32.88611,151.75926,,,0,,0,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:47.7,10/1/2018,34:47.8,,,445,19,,,1600,,,,,0,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,34:47.8,10/1/2018,34:47.8,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:47.8,10/1/2018,34:47.9,,3000,,,-33.48898,151.24564,,,0,,0,,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:47.9,10/1/2018,34:47.9,,,,,,,,,,,,0,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:47.9,10/1/2018,34:47.9,,,101,347,,,704,,,,,,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:48.0,10/1/2018,34:48.0,,,,,,,,1200,0,0,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:48.0,10/1/2018,34:48.0,,,398,18,,,2496,,,,,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:48.0,10/1/2018,34:48.0,,12650,,,-33.52666,151.52877,,,0,,0,0,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:48.1,10/1/2018,34:48.1,,26775,,,,,,,,,,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:48.1,10/1/2018,34:48.2,,3000,,,,,,,,,,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:48.1,10/1/2018,34:48.2,,25975,,,,,,,,,,,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:48.1,10/1/2018,34:48.2,,25975,,,-33.09836,151.85342,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,34:48.1,10/1/2018,34:48.2,,,446,15,,,1792,,,,,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:48.2,10/1/2018,34:48.2,,25975,,,,,,,0,,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:48.2,10/1/2018,34:48.2,,12675,,,,,,,,,,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:48.3,10/1/2018,34:48.3,,,,,,,,1416,0,0,0,,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,34:48.3,10/1/2018,34:48.3,,,,,,,,,,,,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:48.3,10/1/2018,34:48.3,,3000,,,-33.48871,151.24559,,,0,,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:48.3,10/1/2018,34:48.4,,12675,,,,,,,,,,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:48.4,10/1/2018,34:48.4,,12675,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:48.4,10/1/2018,34:48.5,,,,,,,,1333,0,0,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:48.4,10/1/2018,34:48.5,,12675,,,-33.52597,151.52904,,,0,,0,0,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:48.4,10/1/2018,34:48.5,,,101,347,,,704,,,,,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:48.5,10/1/2018,34:48.5,,,398,18,,,2496,,,,,0,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:48.5,10/1/2018,34:48.6,,,444,19,,,,1305,0,0,0,,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:48.5,10/1/2018,34:48.6,,,,,,,,,,,,0,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:48.6,10/1/2018,34:48.6,,26775,350,230,,,,,0,,0,,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,34:48.6,10/1/2018,34:48.6,,,447,15,,,1792,,,,,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:48.6,10/1/2018,34:48.6,,26000,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:48.6,10/1/2018,34:48.6,,,446,15,,,,1333,0,0,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:48.6,10/1/2018,34:48.6,,26000,,,,,,,0,,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:48.6,10/1/2018,34:48.6,,26000,352,231,,,,,0,,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:48.6,10/1/2018,34:48.6,,12675,,,,,,,,,,,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,34:48.7,10/1/2018,34:48.8,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:48.8,10/1/2018,34:48.8,,26775,,,-32.88414,151.76003,,,0,,0,0,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:48.9,10/1/2018,34:48.9,,3025,,,-33.48853,151.24554,,,0,,0,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:48.9,10/1/2018,34:48.9,,,445,19,,,1536,,,,,0,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:48.9,10/1/2018,34:48.9,,,,,,,,1200,0,0,0,,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:48.9,10/1/2018,34:49.0,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:48.9,10/1/2018,34:49.0,,12700,,,-33.52483,151.52949,,,0,,0,0,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:48.9,10/1/2018,34:49.0,,,398,18,,,2496,,,,,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,34:49.1,10/1/2018,34:49.1,,,447,15,,,1792,,,,,0,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:49.1,10/1/2018,34:49.1,,26800,,,,,,,,,,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:49.1,10/1/2018,34:49.2,,26000,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:49.2,10/1/2018,34:49.2,,12700,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:49.2,10/1/2018,34:49.2,,12700,,,,,,,,,,,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:49.2,10/1/2018,34:49.2,,3025,,,,,,,0,,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:49.2,10/1/2018,34:49.2,,12700,,,,,,,,,,,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:49.2,10/1/2018,34:49.2,,,,,,,,1200,0,0,0,,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:49.2,10/1/2018,34:49.2,,3025,,,,,,,0,,0,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:49.2,10/1/2018,34:49.2,,26800,,,-32.8832,151.76043,,,0,,0,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:49.2,10/1/2018,34:49.3,,,,,,,,1416,0,0,0,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:49.3,10/1/2018,34:49.3,,3025,,,,,,,,,,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:49.4,10/1/2018,34:49.4,,3025,,,-33.48828,151.24542,,,0,,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:49.4,10/1/2018,34:49.4,,12725,,,,,,,,,,,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,34:49.4,10/1/2018,34:49.4,,,,,,,,,,,,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:49.4,10/1/2018,34:49.4,,12725,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:49.4,10/1/2018,34:49.4,,,,,,,,1333,0,0,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:49.4,10/1/2018,34:49.4,,12725,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:49.4,10/1/2018,34:49.4,,,446,19,,,,1305,0,0,0,,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:49.4,10/1/2018,34:49.4,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:49.5,10/1/2018,34:49.5,,12725,,,-33.52408,151.52977,,,0,,0,0,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:49.5,10/1/2018,34:49.5,,,398,18,,,2496,,,,,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:49.5,10/1/2018,34:49.5,,26025,,,,,1856,,0,,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:49.5,10/1/2018,34:49.5,,12725,,,,,2528,,0,,0,,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:49.5,10/1/2018,34:49.5,,26025,,,-33.09557,151.85432,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,34:49.5,10/1/2018,34:49.5,,,447,15,,,1792,,,,,0,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:49.5,10/1/2018,34:49.5,,12725,,,,,2528,,0,,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:49.5,10/1/2018,34:49.5,,,446,15,,,,1333,0,0,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:49.5,10/1/2018,34:49.5,,,,,,,,1416,0,0,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:49.5,10/1/2018,34:49.5,,,,,,,,1333,0,0,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:49.5,10/1/2018,34:49.5,,,398,18,,,,1416,0,0,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:49.5,10/1/2018,34:49.6,,26025,,,,,,,0,,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:49.5,10/1/2018,34:49.6,,26025,,,,,1856,,0,,0,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:49.6,10/1/2018,34:49.6,,26800,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:49.6,10/1/2018,34:49.6,,,446,19,,,,1305,0,0,0,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:49.6,10/1/2018,34:49.6,,26800,350,230,,,,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:49.6,10/1/2018,34:49.6,,,101,347,,,640,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:49.6,10/1/2018,34:49.6,,12725,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:49.7,10/1/2018,34:49.7,,26800,,,-32.88222,151.7608,,,0,,0,0,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:49.8,10/1/2018,34:49.8,,,,,,,,1200,0,0,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:49.8,10/1/2018,34:49.8,,3050,,,-33.4881,151.24536,,,0,,0,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:49.8,10/1/2018,34:49.9,,,445,19,,,1536,,,,,0,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:49.8,10/1/2018,34:49.9,,,,,,,,,,,,0,,,,,,
MSG,1,1,1,7C6D9D,1,10/1/2018,34:49.9,10/1/2018,34:49.9,QFA532  ,,,,,,,,,,,0,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:49.9,10/1/2018,34:49.9,,,398,18,,,2432,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:49.9,10/1/2018,34:49.9,,26025,,,-33.09478,151.8546,,,0,,0,0,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:49.9,10/1/2018,34:49.9,,3050,,,,,,,,,,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:49.9,10/1/2018,34:49.9,,3050,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:50.0,10/1/2018,34:50.0,,12750,,,-33.52295,151.53025,,,0,,0,0,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:50.1,10/1/2018,34:50.1,,,101,347,,,576,,,,,,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:50.1,10/1/2018,34:50.1,,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:50.1,10/1/2018,34:50.2,,26025,,,,,,,,,,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:50.2,10/1/2018,34:50.2,,,,,,,,1416,0,0,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:50.2,10/1/2018,34:50.2,,26050,,,,,,,0,,0,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:50.2,10/1/2018,34:50.3,,26825,352,230,,,,,0,,0,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:50.2,10/1/2018,34:50.3,,3050,,,,,,,,,,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:50.2,10/1/2018,34:50.3,,,,,,,,1305,0,0,0,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:50.2,10/1/2018,34:50.3,,26050,,,,,,,,,,,,,,,,
MSG,1,1,1,7C6C2B,1,10/1/2018,34:50.2,10/1/2018,34:50.3,TGG372  ,,,,,,,,,,,0,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:50.2,10/1/2018,34:50.3,,3050,,,,,,,0,,0,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:50.2,10/1/2018,34:50.3,,3050,,,,,,,,,,,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:50.3,10/1/2018,34:50.3,,,,,,,,1200,0,0,0,,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:50.3,10/1/2018,34:50.3,,,,,,,,,,,,0,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:50.3,10/1/2018,34:50.4,,,,,,,,1333,0,0,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:50.3,10/1/2018,34:50.4,,26050,,,,,1920,,0,,0,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:50.3,10/1/2018,34:50.4,,3050,,,-33.48784,151.24532,,,0,,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:50.4,10/1/2018,34:50.4,,12750,,,,,,,0,,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:50.4,10/1/2018,34:50.4,,26050,,,,,,,0,,0,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:50.4,10/1/2018,34:50.5,,12750,302,236,,,,,0,,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:50.4,10/1/2018,34:50.5,,,398,18,,,2432,,,,,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:50.4,10/1/2018,34:50.5,,,,,,,,1416,0,0,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:50.4,10/1/2018,34:50.5,,,398,18,,,,1416,0,0,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:50.5,10/1/2018,34:50.5,,12750,,,-33.52357,151.53,,,0,,0,0,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:50.5,10/1/2018,34:50.5,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:50.5,10/1/2018,34:50.5,,26050,,,-33.09357,151.85499,,,0,,0,0,,,,,,
MSG,4,1,1,7C089A,1,10/1/2018,34:50.5,10/1/2018,34:50.5,,,447,15,,,1728,,,,,0,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:50.5,10/1/2018,34:50.5,,,102,347,,,512,,,,,,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,34:50.6,10/1/2018,34:50.6,,,,,,,,,,,,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:50.7,10/1/2018,34:50.7,,3050,,,,,,,,,,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:50.7,10/1/2018,34:50.7,,3050,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:50.7,10/1/2018,34:50.7,,26825,,,-32.88045,151.76149,,,0,,0,0,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:50.7,10/1/2018,34:50.7,,3050,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:50.7,10/1/2018,34:50.7,,,,,,,,1200,0,0,0,,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:50.8,10/1/2018,34:50.8,,26050,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:50.9,10/1/2018,34:50.9,,,398,18,,,2432,,,,,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:50.9,10/1/2018,34:50.9,,,445,19,,,1536,,,,,0,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:50.9,10/1/2018,34:50.9,,12775,,,,,,,,,,,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:50.9,10/1/2018,34:51.0,,26050,,,-33.09278,151.85521,,,0,,0,0,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:50.9,10/1/2018,34:51.0,,12775,,,-33.52287,151.53028,,,0,,0,0,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,34:51.0,10/1/2018,34:51.0,,,,,,,,,,,,0,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:51.0,10/1/2018,34:51.0,,,,,,,,,,,,0,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:51.0,10/1/2018,34:51.0,,12775,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:51.0,10/1/2018,34:51.0,,,,,,,,1416,0,0,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:51.1,10/1/2018,34:51.1,,,102,347,,,448,,,,,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:51.1,10/1/2018,34:51.1,,26075,,,,,,,,,,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:51.2,10/1/2018,34:51.2,,,,,,,,1416,0,0,0,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:51.2,10/1/2018,34:51.2,,12775,,,,,,,,,,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:51.2,10/1/2018,34:51.2,,3050,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:51.2,10/1/2018,34:51.2,,12775,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:51.3,10/1/2018,34:51.3,,12800,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:51.3,10/1/2018,34:51.3,,12800,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6C2B,1,10/1/2018,34:51.3,10/1/2018,34:51.4,,12800,,,,,,,,,,,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:51.3,10/1/2018,34:51.4,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:51.4,10/1/2018,34:51.4,,26075,,,-33.09174,151.85555,,,0,,0,0,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:51.4,10/1/2018,34:51.4,,12800,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:51.4,10/1/2018,34:51.4,,,399,18,,,2432,,,,,0,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:51.4,10/1/2018,34:51.5,,26075,,,,,,,,,,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:51.5,10/1/2018,34:51.5,,,,,,,,1333,0,0,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:51.5,10/1/2018,34:51.5,,12800,,,-33.52034,151.53129,,,0,,0,0,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:51.6,10/1/2018,34:51.6,,,,,,,,1200,0,0,0,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:51.6,10/1/2018,34:51.7,,3050,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:51.7,10/1/2018,34:51.7,,26850,,,-32.87846,151.76228,,,0,,0,0,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,34:51.7,10/1/2018,34:51.8,,,,,,,,,,,,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:51.8,10/1/2018,34:51.8,,,445,19,,,1536,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:51.8,10/1/2018,34:51.8,,26075,,,-33.09096,151.85577,,,0,,0,0,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:51.8,10/1/2018,34:51.8,,,,,,,,,,,,0,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:51.9,10/1/2018,34:51.9,,,399,18,,,2368,,,,,0,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:51.9,10/1/2018,34:51.9,,3050,,,-33.48706,151.2451,,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:51.9,10/1/2018,34:52.0,,,102,347,,,320,,,,,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:52.0,10/1/2018,34:52.0,,12800,,,-33.51956,151.53157,,,0,,0,0,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:52.0,10/1/2018,34:52.1,,26875,,,,,,,,,,,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,34:52.1,10/1/2018,34:52.2,,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:52.1,10/1/2018,34:52.2,,26100,,,,,,,,,,,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:52.2,10/1/2018,34:52.2,,,,,,,,1416,0,0,0,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:52.3,10/1/2018,34:52.3,,,445,19,,,1536,,,,,0,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:52.3,10/1/2018,34:52.3,,3050,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:52.3,10/1/2018,34:52.4,,,399,18,,,2368,,,,,0,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:52.3,10/1/2018,34:52.4,,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:52.4,10/1/2018,34:52.4,,26875,,,,,,,,,,,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:52.4,10/1/2018,34:52.4,,26875,,,,,,,,,,,,,,,,
MSG,5,1,1,7C6C2B,1,10/1/2018,34:52.4,10/1/2018,34:52.4,,12825,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:52.5,10/1/2018,34:52.5,,,103,347,,,256,,,,,,,,,,,
MSG,3,1,1,7C5C50,1,10/1/2018,34:52.5,10/1/2018,34:52.5,,3050,,,-33.48679,151.24502,,,0,,0,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:52.5,10/1/2018,34:52.6,,26875,,,,,,,0,,0,,,,,,,
MSG,6,1,1,7C6D9D,1,10/1/2018,34:52.5,10/1/2018,34:52.6,,,446,19,,,,1305,0,0,0,,,,,,,
MSG,5,1,1,7C6D9D,1,10/1/2018,34:52.5,10/1/2018,34:52.6,,26875,352,230,,,,,0,,0,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:52.6,10/1/2018,34:52.6,,12825,,,-33.51845,151.53201,,,0,,0,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:52.6,10/1/2018,34:52.6,,26100,,,,,1792,,0,,0,,,,,,,
MSG,8,1,1,7C5C50,1,10/1/2018,34:52.6,10/1/2018,34:52.7,,,,,,,,,,,,,,,,,,
MSG,8,1,1,7C6C2B,1,10/1/2018,34:52.6,10/1/2018,34:52.7,,,,,,,,,,,,0,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:52.7,10/1/2018,34:52.7,,26875,,,-32.87654,151.76306,,,0,,0,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:52.7,10/1/2018,34:52.7,,26125,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:52.8,10/1/2018,34:52.8,,,445,19,,,1536,,,,,0,,,,,,
MSG,5,1,1,7C089A,1,10/1/2018,34:52.8,10/1/2018,34:52.8,,26125,,,,,,,0,,0,,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:52.8,10/1/2018,34:52.8,,,399,18,,,2368,,,,,0,,,,,,
MSG,3,1,1,7C089A,1,10/1/2018,34:52.9,10/1/2018,34:52.9,,26125,,,-33.08877,151.8565,,,0,,0,0,,,,,,
MSG,4,1,1,7C5C50,1,10/1/2018,34:52.9,10/1/2018,34:53.0,,,103,347,,,128,,,,,,,,,,,
MSG,8,1,1,7C6D9D,1,10/1/2018,34:53.0,10/1/2018,34:53.1,,,,,,,,,,,,0,,,,,,
MSG,7,1,1,7C6D9D,1,10/1/2018,34:53.1,10/1/2018,34:53.1,,26900,,,,,,,,,,,,,,,,
MSG,3,1,1,7C6C2B,1,10/1/2018,34:53.1,10/1/2018,34:53.1,,12850,,,-33.51732,151.53245,,,0,,0,0,,,,,,
MSG,6,1,1,7C5C50,1,10/1/2018,34:53.1,10/1/2018,34:53.1,,,,,,,,1200,0,0,0,,,,,,,
MSG,7,1,1,7C089A,1,10/1/2018,34:53.1,10/1/2018,34:53.2,,26125,,,,,,,,,,,,,,,,
MSG,5,1,1,7C5C50,1,10/1/2018,34:53.1,10/1/2018,34:53.2,,3050,,,,,,,0,,0,,,,,,,
MSG,7,1,1,7C5C50,1,10/1/2018,34:53.2,10/1/2018,34:53.2,,3050,,,,,,,,,,,,,,,,
MSG,8,1,1,7C089A,1,10/1/2018,34:53.2,10/1/2018,34:53.2,,,,,,,,,,,,0,,,,,,
MSG,6,1,1,7C6C2B,1,10/1/2018,34:53.2,10/1/2018,34:53.2,,,,,,,,1416,0,0,0,,,,,,,
MSG,6,1,1,7C089A,1,10/1/2018,34:53.2,10/1/2018,34:53.3,,,,,,,,1333,0,0,0,,,,,,,
MSG,3,1,1,7C6D9D,1,10/1/2018,34:53.2,10/1/2018,34:53.3,,26900,,,-32.87533,151.76351,,,0,,0,0,,,,,,
MSG,4,1,1,7C6D9D,1,10/1/2018,34:53.3,10/1/2018,34:53.3,,,446,19,,,1536,,,,,0,,,,,,
MSG,4,1,1,7C6C2B,1,10/1/2018,34:53.3,10/1/2018,34:53.4,,,399,18,,,2368,,,,,0,,,,,,
